INDICE;LATITUDE;LONGITUDE;CODIGO_ROTA;SEQUENCIA;LOGRADOURO;NUMERO;x_metros;y_metros;CLUSTER;ROUTE_NUM
400090312.0;-22.80957;-43.319914;72_211;389.0;CHARLES GOUNOD;601.0;1050;1159;24;206
400095509.0;-22.804239;-43.321146;72_209;248.0;CHARLES GOUNOD;81.0;1642;859;16;152
400158281.0;-22.814397;-43.317757;72_213;390.0;QUINCAS LARANJEIRAS;143.0;513;1537;26;128
402769302.0;-22.814111;-43.321705;72_201;389.0;JORGE LACERDA;0.0;545;1124;27;125
400158658.0;-22.810762;-43.322185;72_211;119.0;MOZART;691.0;917;965;12;206
400396704.0;-22.812445;-43.327084;72_203;195.0;ANTONIO DA SILVA;132.0;730;519;5;72
402811704.0;-22.808523;-43.330786;80_108;275.0;RODOLFO CHAMBELLAND;185.0;1166;12;19;137
402761400.0;-22.815191;-43.321371;72_201;324.0;GAL MAGALHAES BARATA;206.0;425;1193;8;43
400105972.0;-22.804337;-43.322565;72_209;117.0;FRANZ LISZT;58.0;1631;717;16;52
400158265.0;-22.813902;-43.31787;72_213;400.0;QUINCAS LARANJEIRAS;127.0;568;1510;26;98
401999367.0;-22.805601;-43.320323;72_210;303.0;MAL ANTONIO SOUZA;1523.0;1491;988;29;145
400130935.0;-22.811304;-43.327029;72_205;301.0;ATILIO PARIM;486.0;857;487;25;29
400421486.0;-22.817808;-43.318839;72_201;183.0;PROF FRANCA AMARAL;166.0;134;1538;11;117
400420322.0;-22.812586;-43.323272;72_202;270.0;FRANZ SCHUBERT;183.0;715;914;13;211
400157131.0;-22.809565;-43.318351;72_212;381.0;ANTONIO LOPES;23.0;1050;1319;24;60
400517813.0;-22.804873;-43.322937;72_209;96.0;ROBERT SCHUMANN;111.0;1572;697;9;86
402886864.0;-22.813991;-43.324291;72_202;134.0;CARI LEVI;414.0;559;855;13;40
400388521.0;-22.806807;-43.326377;72_206;308.0;BARAO DE STUDART;131.0;1357;407;17;3
400384803.0;-22.811785;-43.327108;72_203;316.0;GAL OSCILIO MAIA;389.0;804;495;5;200
402268276.0;-22.803361;-43.325438;72_207;203.0;FLAVIO DA SILVEIRA;125.0;1740;391;21;76
400376662.0;-22.809032;-43.321963;72_210;10.0;ROBERT SCHUMANN;361.0;1110;932;3;123
400159371.0;-22.804314;-43.325958;72_207;38.0;MAL JOSE PESSOA;74.0;1634;369;21;19
400093541.0;-22.80343;-43.324849;72_207;153.0;FLAVIO DA SILVEIRA;172.0;1732;454;21;115
402769545.0;-22.812731;-43.328921;72_203;68.0;SAO CIRO;157.0;699;340;14;89
400105923.0;-22.811738;-43.327425;72_203;254.0;GAL OSCILIO MAIA;80.0;809;461;25;40
400465905.0;-22.810456;-43.321143;72_211;173.0;FRANZ LISZT;692.0;951;1062;12;122
400157154.0;-22.810227;-43.31824;72_212;284.0;ANTONIO LOPES;46.0;977;1352;24;251
400469469.0;-22.80831;-43.319594;72_210;425.0;MAL ANTONIO SOUZA;1120.0;1190;1151;0;39
403089116.0;-22.812419;-43.330568;72_203;99.0;PROF COSTA RIBEIRO;24.0;733;161;14;155
401693875.0;-22.814229;-43.321724;72_201;374.0;JORGE LACERDA;61.0;532;1126;27;134
400159419.0;-22.814666;-43.322116;72_201;115.0;PLINIO BARRETO;71.0;484;1100;27;19
400291893.0;-22.812744;-43.321091;72_213;8.0;CRISTIANO MACHADO;582.0;697;1142;6;160
400389875.0;-22.807787;-43.328667;72_206;44.0;ALVARO DE MAGALHAES;90.0;1248;205;28;38
400106619.0;-22.805111;-43.324116;72_209;11.0;SEBASTIAN BACH;111.0;1545;584;4;75
400107763.0;-22.808242;-43.329972;72_204;155.0;MONS CASTELO BRANCO;55.0;1197;86;19;88
400384628.0;-22.810704;-43.3227;72_211;81.0;CRISTIANO MACHADO;1011.0;924;911;12;33
400157214.0;-22.812953;-43.31761;72_212;446.0;ANTONIO LOPES;106.0;674;1505;26;246
400480506.0;-22.811905;-43.325714;72_205;269.0;ATILIO PARIM;635.0;790;641;5;103
400217916.0;-22.810363;-43.326529;72_205;348.0;MONS CASTELO BRANCO;436.0;962;508;25;180
401381893.0;-22.803924;-43.323585;72_209;56.0;MAL JOSE PESSOA;232.0;1677;599;4;19
400394696.0;-22.811625;-43.326444;72_205;309.0;ATILIO PARIM;556.0;821;557;5;198
400098042.0;-22.815401;-43.319247;72_214;187.0;JORN ANTONIO FREITAS;8.0;402;1418;2;96
400091083.0;-22.810181;-43.319262;72_211;310.0;MAL ANTONIO SOUZA;705.0;982;1246;24;167
400116303.0;-22.811008;-43.326386;72_205;249.0;PADRE BOSS;436.0;890;543;25;54
400291897.0;-22.812292;-43.321612;72_213;173.0;CRISTIANO MACHADO;821.0;747;1074;6;171
400158178.0;-22.810142;-43.318786;72_212;146.0;QUINCAS LARANJEIRAS;40.0;986;1293;24;160
400387395.0;-22.811055;-43.326302;72_205;250.0;PADRE BOSS;446.0;885;553;25;105
400247115.0;-22.808144;-43.325642;72_205;33.0;PINTOR MARQUES JUNIOR;431.0;1208;526;1;195
400152254.0;-22.808615;-43.326961;72_206;98.0;ALVARO DE MAGALHAES;285.0;1156;406;1;23
400153383.0;-22.810284;-43.329218;72_204;358.0;PROF COSTA RIBEIRO;35.0;970;230;7;122
400085500.0;-22.807977;-43.320401;72_210;145.0;CHARLES GOUNOD;452.0;1227;1058;0;97
400272222.0;-22.811758;-43.324807;72_202;294.0;FRANZ SCHUBERT;9.0;807;729;20;125
401724969.0;-22.813929;-43.316223;72_214;400.0;FERNANDES DA CUNHA;1482.0;565;1679;26;154
400342132.0;-22.815636;-43.322509;72_201;26.0;GAL CORREA E CASTRO;328.0;376;1091;27;28
400139092.0;-22.810332;-43.320958;72_211;197.0;FRANZ LISZT;683.0;965;1077;12;213
400508663.0;-22.808069;-43.328152;72_206;55.0;PROF COSTA RIBEIRO;499.0;1217;267;1;90
400137063.0;-22.816979;-43.31711;72_214;91.0;MAL ANTONIO SOUZA;172.0;227;1688;11;45
400101547.0;-22.808577;-43.329625;72_204;330.0;MONS CASTELO BRANCO;96.0;1160;132;19;209
400092232.0;-22.810979;-43.318077;72_212;306.0;ANTONIO LOPES;62.0;893;1393;23;79
400157551.0;-22.812596;-43.31791;72_212;17.0;LOURIVAL INACIO;93.0;714;1463;18;106
400157483.0;-22.809648;-43.318595;72_212;228.0;LOURIVAL INACIO;25.0;1041;1297;24;57
400095633.0;-22.810304;-43.320361;72_211;272.0;ANTONIO DE ALBUQUERQUE;92.0;968;1137;12;34
400111576.0;-22.810068;-43.32102;72_211;207.0;FRANZ LISZT;653.0;994;1062;12;12
400288710.0;-22.810731;-43.32586;72_205;360.0;MONS CASTELO BRANCO;506.0;921;588;15;158
401245437.0;-22.803698;-43.327497;72_207;284.0;OTAVIO MANGABEIRA;627.0;1702;191;21;87
400090233.0;-22.815688;-43.31775;72_214;217.0;MAL ANTONIO SOUZA;282.0;370;1580;2;31
400153288.0;-22.81656;-43.319893;72_201;153.0;CARI LEVI;9.0;273;1389;2;107
401199197.0;-22.809132;-43.326444;72_206;83.0;PADRE PERONEILLE;281.0;1098;476;1;5
400117625.0;-22.804702;-43.326238;72_207;324.0;MIN ARTUR COSTA;1135.0;1591;353;10;127
400157211.0;-22.811665;-43.317851;72_212;448.0;ANTONIO LOPES;103.0;817;1439;23;205
400157507.0;-22.81064;-43.318365;72_212;82.0;LOURIVAL INACIO;49.0;931;1353;23;59
400157481.0;-22.809587;-43.318609;72_212;229.0;LOURIVAL INACIO;23.0;1048;1293;24;47
401309157.0;-22.802477;-43.324359;604_3;9.0;TALES DE CARVALHO;68.0;1838;473;21;125
400112544.0;-22.81211;-43.323201;72_202;318.0;FREDERIC CHOPIN;172.0;768;905;20;23
400158243.0;-22.812959;-43.318096;72_213;412.0;QUINCAS LARANJEIRAS;105.0;673;1456;18;20
400255723.0;-22.811856;-43.322042;72_211;1.0;JORN GERALDO ROCHA;375.0;796;1016;6;180
400086728.0;-22.810144;-43.330074;72_203;8.0;GAL OSCILIO MAIA;119.0;986;137;7;139
400157545.0;-22.812412;-43.317954;72_212;22.0;LOURIVAL INACIO;87.0;734;1453;18;3
400157213.0;-22.811665;-43.317851;72_212;447.0;ANTONIO LOPES;105.0;817;1439;23;217
400089594.0;-22.807193;-43.324111;72_208;34.0;MIN ARTUR COSTA;722.0;1314;652;22;169
401510488.0;-22.807466;-43.326118;72_205;139.0;PINTOR MARQUES JUNIOR;341.0;1284;455;1;216
400083745.0;-22.807715;-43.323081;72_208;91.0;DEBUSSY;42.0;1256;774;22;21
400158139.0;-22.808927;-43.319026;72_212;180.0;QUINCAS LARANJEIRAS;1.0;1121;1229;24;131
400091705.0;-22.805228;-43.322362;72_209;133.0;FRANZ LISZT;158.0;1532;767;9;95
400152302.0;-22.816492;-43.319994;72_201;258.0;CARI LEVI;19.0;281;1377;2;109
400157506.0;-22.810352;-43.318484;61_0;0.0;LOURIVAL INACIO;48.0;963;1331;24;252
400089824.0;-22.815237;-43.322256;72_201;63.0;CARI LEVI;259.0;420;1104;27;38
400543317.0;-22.809491;-43.32871;72_204;369.0;PROF COSTA RIBEIRO;320.0;1059;256;7;38
400157193.0;-22.811665;-43.317851;72_212;467.0;ANTONIO LOPES;85.0;817;1439;23;133
400137802.0;-22.809715;-43.323385;72_211;62.0;CRISTIANO MACHADO;1141.0;1034;808;3;201
400158770.0;-22.807123;-43.320789;72_210;379.0;DEBUSSY;262.0;1322;990;29;96
400091230.0;-22.805377;-43.324054;72_209;6.0;SEBASTIAN BACH;141.0;1516;599;9;115
400394937.0;-22.814116;-43.322888;72_201;356.0;PLINIO BARRETO;172.0;545;1003;27;119
400416728.0;-22.809338;-43.330579;72_204;269.0;ATILIO PARIM;40.0;1076;59;19;28
400049388.0;-22.809771;-43.321792;72_211;25.0;ROBERT SCHUMANN;585.0;1027;973;12;147
400517812.0;-22.804209;-43.322387;72_209;157.0;FRANZ LISZT;51.0;1645;731;16;8
400479244.0;-22.805607;-43.322319;72_210;227.0;FRANZ LISZT;188.0;1490;784;9;6
400383534.0;-22.805279;-43.323574;72_209;381.0;MOZART;142.0;1527;645;9;148
400091310.0;-22.815454;-43.320482;72_201;271.0;PROF FRANCA AMARAL;496.0;396;1293;8;30
400089612.0;-22.80728;-43.325113;72_208;374.0;OTAVIO MANGABEIRA;175.0;1304;552;17;43
400098193.0;-22.809193;-43.320524;72_211;285.0;GEORGES BIZET;298.0;1092;1085;0;129
400385972.0;-22.813844;-43.319214;72_213;357.0;GAL MAGALHAES BARATA;410.0;575;1370;18;154
400456726.0;-22.810728;-43.321078;72_211;177.0;FRANZ LISZT;722.0;921;1078;12;119
400202988.0;-22.809417;-43.326108;72_205;91.0;VIANA DO CASTELO;205.0;1067;520;15;3
401167191.0;-22.808789;-43.330765;72_204;313.0;RODOLFO CHAMBELLAND;300.0;1137;22;19;138
400095636.0;-22.810056;-43.320539;72_211;237.0;ANTONIO DE ALBUQUERQUE;121.0;996;1111;12;91
400381604.0;-22.806418;-43.322573;72_210;213.0;ROBERT SCHUMANN;261.0;1400;784;9;15
400153124.0;-22.809403;-43.321664;72_211;147.0;GEORGES BIZET;59.0;1068;975;3;35
400124695.0;-22.807561;-43.323536;72_208;130.0;DEBUSSY;41.0;1273;723;22;165
400101104.0;-22.807102;-43.323648;72_208;135.0;SEBASTIAN BACH;311.0;1324;696;22;188
400158288.0;-22.814467;-43.317801;72_213;385.0;QUINCAS LARANJEIRAS;150.0;506;1535;26;127
400020938.0;-22.807142;-43.324525;72_208;315.0;MIN ARTUR COSTA;761.0;1320;608;22;47
400328895.0;-22.809209;-43.321023;72_210;192.0;GEORGES BIZET;258.0;1090;1034;0;60
400098343.0;-22.81144;-43.326545;72_205;285.0;ATILIO PARIM;535.0;842;541;5;1
400157553.0;-22.812658;-43.317895;72_212;15.0;LOURIVAL INACIO;95.0;707;1467;18;85
400342115.0;-22.807217;-43.329729;72_206;25.0;ALVARO DE MAGALHAES;8.0;1311;77;28;157
403212295.0;-22.814831;-43.317182;72_214;314.0;VERTENTES;154.0;465;1610;26;118
400157195.0;-22.811665;-43.317851;72_212;465.0;ANTONIO LOPES;87.0;817;1439;23;229
400496821.0;-22.815702;-43.319035;72_214;183.0;CRISTIANO MACHADO;352.0;368;1449;2;102
400157588.0;-22.814164;-43.317549;72_214;270.0;LOURIVAL INACIO;135.0;539;1551;26;88
400117843.0;-22.81701;-43.317734;72_214;45.0;ROSSINI;32.0;223;1625;11;151
401102178.0;-22.808009;-43.329252;72_204;12.0;PROF PIRES SALGADO;97.0;1223;152;19;106
400461830.0;-22.813088;-43.317093;72_214;375.0;CORREA DIAS;1413.0;659;1563;26;183
400157136.0;-22.809696;-43.31832;72_212;378.0;ANTONIO LOPES;28.0;1036;1327;24;66
400150846.0;-22.805074;-43.321074;72_209;232.0;CHARLES GOUNOD;172.0;1549;894;16;26
400157142.0;-22.809838;-43.31833;72_212;274.0;ANTONIO LOPES;34.0;1020;1330;24;64
401316785.0;-22.811225;-43.323474;72_202;337.0;RICHARD STRAUSS;141.0;866;849;20;53
400091749.0;-22.808131;-43.319633;72_210;428.0;MAL ANTONIO SOUZA;1172.0;1210;1141;0;52
401886352.0;-22.807984;-43.31965;72_210;429.0;MAL ANTONIO SOUZA;1252.0;1226;1135;0;22
400115679.0;-22.805287;-43.324075;72_209;8.0;SEBASTIAN BACH;131.0;1526;594;9;174
400004107.0;-22.812422;-43.325033;72_202;46.0;JORGE LACERDA;485.0;733;728;20;133
400158214.0;-22.81145;-43.318493;72_212;100.0;QUINCAS LARANJEIRAS;76.0;841;1366;23;213
400106875.0;-22.81581;-43.319114;72_214;442.0;CRISTIANO MACHADO;371.0;356;1444;2;20
400004112.0;-22.812422;-43.325033;72_202;47.0;JORGE LACERDA;485.0;733;728;20;132
400291889.0;-22.815583;-43.319274;72_214;439.0;CRISTIANO MACHADO;401.0;382;1421;2;136
400140539.0;-22.804501;-43.32638;72_207;322.0;MIN ARTUR COSTA;1193.0;1613;332;10;43
400084656.0;-22.812268;-43.321059;72_213;95.0;CONS MEIRELLES;238.0;750;1130;6;3
400494389.0;-22.81053;-43.319179;72_211;316.0;MAL ANTONIO SOUZA;665.0;943;1266;24;246
400423972.0;-22.803206;-43.326739;72_207;262.0;TALES DE CARVALHO;346.0;1757;253;21;73
400394149.0;-22.808531;-43.329708;72_204;329.0;MONS CASTELO BRANCO;86.0;1165;122;19;116
400342126.0;-22.816643;-43.320663;72_201;206.0;GAL CORREA E CASTRO;138.0;264;1313;8;55
400084698.0;-22.819022;-43.318819;72_201;2.0;PRES DUTRA;132.0;0;1579;11;162
400364833.0;-22.803985;-43.320613;72_209;308.0;MAL ANTONIO SOUZA;1652.0;1670;906;16;181
400106982.0;-22.803499;-43.326115;72_207;214.0;FLAVIO DA SILVEIRA;43.0;1724;326;21;68
400376573.0;-22.814038;-43.317577;72_214;273.0;LOURIVAL INACIO;131.0;553;1544;26;202
400151986.0;-22.811714;-43.319737;72_213;74.0;CONS MEIRELLES;88.0;812;1247;6;115
400150608.0;-22.805225;-43.320514;72_210;297.0;ATILIO VIVAQUA;380.0;1533;956;29;71
400112450.0;-22.808397;-43.32737;72_206;107.0;ALVARO DE MAGALHAES;225.0;1180;357;1;100
400478862.0;-22.810889;-43.32444;72_202;388.0;MIN ARTUR COSTA;384.0;903;739;20;170
400084081.0;-22.809862;-43.323283;72_211;64.0;CRISTIANO MACHADO;1121.0;1017;824;3;204
400095581.0;-22.816338;-43.318742;72_214;451.0;CRISTIANO MACHADO;301.0;298;1500;2;165
400495718.0;-22.812844;-43.317203;72_212;444.0;CORREA DIAS;1420.0;686;1544;26;1
400123786.0;-22.818029;-43.318682;72_201;178.0;PROF FRANCA AMARAL;136.0;110;1561;11;97
400101599.0;-22.809254;-43.322661;72_208;281.0;MOZART;542.0;1085;868;3;67
400157557.0;-22.812781;-43.317865;72_212;10.0;LOURIVAL INACIO;99.0;693;1474;18;81
400102621.0;-22.807421;-43.329333;72_206;32.0;ALVARO DE MAGALHAES;40.0;1289;125;28;96
400150847.0;-22.809032;-43.321963;72_210;9.0;ROBERT SCHUMANN;361.0;1110;932;3;15
400453743.0;-22.813796;-43.320521;72_213;325.0;CRISTIANO MACHADO;621.0;580;1235;18;138
400156709.0;-22.809823;-43.325135;72_205;68.0;PEDRO DA VEIGA;161.0;1022;633;15;24
400155769.0;-22.806791;-43.326823;72_206;272.0;PROF COSTA RIBEIRO;580.0;1359;361;17;100
400392713.0;-22.806649;-43.323875;72_208;70.0;SEBASTIAN BACH;262.0;1374;658;22;61
400157523.0;-22.81114;-43.31814;72_212;309.0;LOURIVAL INACIO;65.0;875;1392;23;17
400157472.0;-22.809285;-43.318732;72_212;246.0;LOURIVAL INACIO;14.0;1081;1271;24;145
400100648.0;-22.812015;-43.32669;72_203;308.0;GAL OSCILIO MAIA;439.0;778;545;5;37
400381165.0;-22.803964;-43.327291;72_207;309.0;OTAVIO MANGABEIRA;548.0;1673;221;10;42
400399592.0;-22.809772;-43.330744;72_203;23.0;GAL OSCILIO MAIA;39.0;1027;57;19;156
400377698.0;-22.810247;-43.328941;72_204;439.0;ATILIO PARIM;252.0;975;257;7;63
401114252.0;-22.816539;-43.317466;72_214;107.0;MAL ANTONIO SOUZA;191.0;275;1637;11;148
400157522.0;-22.804472;-43.326699;72_212;66.0;MARECHAL JOSE PESSOA;64.0;1616;298;10;52
400086729.0;-22.810328;-43.329741;72_203;2.0;GAL OSCILIO MAIA;159.0;966;177;7;159
400143206.0;-22.805625;-43.327569;72_206;260.0;PINTOR MARQUES JUNIOR;82.0;1488;247;10;79
400092272.0;-22.803642;-43.323864;72_207;120.0;MAL JOSE PESSOA;0.0;1708;562;4;150
400103244.0;-22.809325;-43.320102;72_211;346.0;CHARLES GOUNOD;582.0;1077;1132;24;235
400102471.0;-22.812952;-43.326383;72_203;168.0;ANTONIO DA SILVA;41.0;674;607;5;59
400157149.0;-22.810093;-43.318232;72_212;371.0;ANTONIO LOPES;41.0;992;1349;24;111
400095448.0;-22.804781;-43.324306;72_209;31.0;SEBASTIAN BACH;72.0;1582;553;4;26
400483505.0;-22.804743;-43.323696;72_209;374.0;MOZART;82.0;1586;615;4;27
400158144.0;-22.809088;-43.319042;72_212;192.0;QUINCAS LARANJEIRAS;6.0;1103;1233;24;125
401730962.0;-22.811363;-43.324309;72_202;384.0;FREDERIC CHOPIN;35.0;851;768;20;35
400089574.0;-22.814485;-43.319893;72_213;344.0;CRISTIANO MACHADO;452.0;504;1322;8;3
400097967.0;-22.80508;-43.325971;72_207;334.0;MIN ARTUR COSTA;1123.0;1549;393;10;24
400089697.0;-22.814288;-43.324931;72_202;198.0;GAL CORREA E CASTRO;588.0;526;799;13;73
400152226.0;-22.811026;-43.318948;72_212;41.0;MAL ANTONIO SOUZA;932.0;888;1306;23;179
400490518.0;-22.815851;-43.321173;72_201;237.0;CARI LEVI;159.0;352;1235;8;37
400355206.0;-22.814875;-43.322904;72_201;52.0;CARI LEVI;339.0;460;1026;27;34
403156752.0;-22.80758;-43.3302;72_204;29.0;RODOLFO CHAMBELLAND;397.0;1271;41;19;41
400217907.0;-22.810731;-43.32586;72_205;359.0;MONS CASTELO BRANCO;506.0;921;588;15;106
400497723.0;-22.810332;-43.320958;72_211;198.0;FRANZ LISZT;683.0;965;1077;12;104
400100255.0;-22.804684;-43.321043;72_209;239.0;CHARLES GOUNOD;131.0;1593;885;16;14
400090203.0;-22.804627;-43.323104;72_209;71.0;ROBERT SCHUMANN;86.0;1599;672;9;53
400114857.0;-22.80664;-43.321814;72_210;49.0;FRANZ LISZT;301.0;1375;869;29;30
400089932.0;-22.81204;-43.324284;72_202;285.0;FRANZ SCHUBERT;63.0;775;792;20;30
400100192.0;-22.810215;-43.320381;72_211;274.0;ANTONIO DE ALBUQUERQUE;100.0;978;1132;12;180
400105824.0;-22.807398;-43.322163;72_210;197.0;DEBUSSY;384.0;1291;858;22;94
400452874.0;-22.809759;-43.327477;72_204;394.0;MONS CASTELO BRANCO;326.0;1029;391;25;111
400157544.0;-22.812295;-43.318031;72_212;26.0;LOURIVAL INACIO;86.0;747;1441;18;113
400157146.0;-22.80998;-43.318298;72_212;277.0;ANTONIO LOPES;38.0;1004;1338;24;114
400388241.0;-22.813142;-43.318459;72_213;471.0;MAL ANTONIO SOUZA;702.0;653;1425;18;225
400384604.0;-22.807268;-43.32313;72_208;247.0;MOZART;342.0;1306;755;22;145
400415728.0;-22.809737;-43.319368;72_211;303.0;MAL ANTONIO SOUZA;755.0;1031;1221;24;162
400372646.0;-22.812735;-43.329163;72_203;59.0;SAO CIRO;108.0;698;315;14;106
400114161.0;-22.811378;-43.323366;72_202;334.0;RICHARD STRAUSS;161.0;849;865;20;79
400433979.0;-22.804569;-43.323735;72_209;369.0;MOZART;62.0;1605;605;4;112
400157541.0;-22.812285;-43.317984;72_212;469.0;LOURIVAL INACIO;83.0;748;1445;18;114
400338175.0;-22.806218;-43.323863;72_208;149.0;SEBASTIAN BACH;211.0;1422;646;9;134
400093233.0;-22.80973;-43.325363;72_205;186.0;PEDRO DA VEIGA;122.0;1032;606;15;20
400156666.0;-22.808903;-43.325108;72_205;18.0;PINTOR MARQUES JUNIOR;531.0;1124;606;15;44
400101306.0;-22.816412;-43.317853;72_214;112.0;IRMA VOISIN;34.0;290;1593;2;159
400150464.0;-22.814297;-43.322561;72_201;351.0;PLINIO BARRETO;132.0;525;1042;27;99
400156721.0;-22.813523;-43.326321;72_203;333.0;JOAO DE PAULA FONSECA;445.0;611;632;5;178
400086817.0;-22.806284;-43.325335;72_208;299.0;BARAO DE STUDART;252.0;1415;497;17;150
400117832.0;-22.802676;-43.32544;72_207;241.0;TALES DE CARVALHO;184.0;1816;369;21;128
400360976.0;-22.807347;-43.327218;72_206;167.0;PROF COSTA RIBEIRO;510.0;1297;339;1;158
400090535.0;-22.811296;-43.322063;72_211;109.0;MOZART;751.0;858;995;12;199
400387392.0;-22.80702;-43.320312;72_210;329.0;DEBUSSY;222.0;1333;1035;29;195
400458789.0;-22.814342;-43.322704;72_201;108.0;PLINIO BARRETO;141.0;520;1029;27;97
400081385.0;-22.817857;-43.317671;72_214;476.0;CRISTIANO MACHADO;101.0;129;1659;11;69
400158186.0;-22.810387;-43.318726;72_212;139.0;QUINCAS LARANJEIRAS;48.0;959;1308;24;194
400108195.0;-22.80908;-43.322701;72_208;278.0;MOZART;522.0;1104;858;3;105
400372785.0;-22.809968;-43.320559;72_211;234.0;ANTONIO DE ALBUQUERQUE;133.0;1006;1106;12;153
401672972.0;-22.811255;-43.329225;72_203;405.0;ORGANISTA ANTONIO SILVA;51.0;863;261;14;15
400145187.0;-22.810761;-43.327783;72_204;413.0;ATILIO PARIM;383.0;917;392;25;68
400428705.0;-22.807795;-43.328442;72_206;7.0;ALVARO DE MAGALHAES;135.0;1247;228;28;94
401566830.0;-22.804736;-43.327986;72_206;252.0;RODOLFO CHAMBELLAND;731.0;1587;175;10;6
400157120.0;-22.809171;-43.318485;72_212;262.0;ANTONIO LOPES;12.0;1094;1293;24;139
400101105.0;-22.80625;-43.327721;72_206;197.0;FIDIAS;101.0;1419;252;28;123
400423566.0;-22.807732;-43.324795;72_208;382.0;OTAVIO MANGABEIRA;115.0;1254;599;22;83
400157164.0;-22.810794;-43.31812;72_212;303.0;ANTONIO LOPES;56.0;914;1383;23;163
402082450.0;-22.807465;-43.323085;94_0;0.0;DEBUSSY;61.0;1284;766;22;114
400419921.0;-22.804469;-43.321832;72_209;174.0;ANTONIO DE ALBUQUERQUE;757.0;1617;797;16;61
400157509.0;-22.810704;-43.318351;72_212;80.0;LOURIVAL INACIO;51.0;924;1356;23;75
400152578.0;-22.812093;-43.3292;72_203;127.0;JOAO DE PAULA FONSECA;96.0;769;290;14;146
401954433.0;-22.810332;-43.320958;72_211;199.0;FRANZ LISZT;683.0;965;1077;12;174
400152487.0;-22.807876;-43.32224;72_210;30.0;ROBERT SCHUMANN;401.0;1238;866;3;84
400089152.0;-22.807685;-43.322286;72_210;33.0;ROBERT SCHUMANN;381.0;1259;855;22;183
400155700.0;-22.804298;-43.322367;72_209;156.0;FRANZ LISZT;61.0;1636;736;16;99
400212990.0;-22.810829;-43.32907;72_203;238.0;GENERAL OSCILIO MAIA;182.0;910;263;7;204
400464665.0;-22.811461;-43.320373;72_213;136.0;JORN GERALDO ROCHA;636.0;840;1174;6;133
400091742.0;-22.804933;-43.324157;72_209;13.0;SEBASTIAN BACH;91.0;1565;574;4;78
400140689.0;-22.807795;-43.326048;72_205;119.0;PINTOR MARQUES JUNIOR;372.0;1247;473;1;154
400098474.0;-22.812319;-43.329696;72_203;79.0;SAO CIRO;67.0;744;247;14;141
400342123.0;-22.816783;-43.320408;72_201;201.0;GAL CORREA E CASTRO;108.0;248;1344;8;54
400431378.0;-22.808909;-43.326279;72_206;90.0;PADRE PERONEILLE;691.0;1123;486;1;4
400397471.0;-22.806296;-43.323354;72_208;229.0;MOZART;232.0;1414;700;9;37
400543436.0;-22.806789;-43.321171;72_210;265.0;ANTONIO DE ALBUQUERQUE;494.0;1359;940;29;218
401221280.0;-22.806167;-43.328489;72_206;400.0;IBIUNA;25.0;1428;170;28;174
400095388.0;-22.805602;-43.323078;72_209;335.0;ATILIO VIVAQUA;161.0;1491;706;9;151
400091171.0;-22.807372;-43.323582;72_208;132.0;SEBASTIAN BACH;341.0;1294;712;22;52
401110737.0;-22.806994;-43.326632;72_206;275.0;PINTOR MARQUES JUNIOR;248.0;1336;387;1;16
400379190.0;-22.810861;-43.32509;72_205;381.0;VIANA DO CASTELO;229.0;906;671;15;103
400098475.0;-22.805307;-43.32635;72_207;366.0;OTAVIO MANGABEIRA;418.0;1523;361;10;113
400110423.0;-22.811856;-43.326023;72_205;317.0;ATILIO PARIM;608.0;796;608;5;99
400157525.0;-22.811205;-43.318237;72_212;63.0;LOURIVAL INACIO;67.0;868;1384;23;216
400100231.0;-22.808197;-43.330052;72_204;157.0;MONS CASTELO BRANCO;45.0;1202;76;19;86
400382817.0;-22.8076;-43.32475;72_208;344.0;OTAVIO MANGABEIRA;112.0;1269;600;22;214
400089992.0;-22.81231;-43.324005;72_202;244.0;FRANZ SCHUBERT;102.0;745;830;20;33
400159625.0;-22.807756;-43.330286;72_204;319.0;RODOLFO CHAMBELLAND;390.0;1251;38;19;40
400138763.0;-22.809846;-43.321289;72_211;163.0;FRANZ LISZT;622.0;1019;1027;12;89
400159363.0;-22.808105;-43.322925;72_208;257.0;MOZART;412.0;1213;803;22;64
400150897.0;-22.807347;-43.327218;72_206;169.0;PROF COSTA RIBEIRO;520.0;1297;339;1;243
400528433.0;-22.817478;-43.317007;72_214;63.0;MAL ANTONIO SOUZA;103.0;171;1715;11;139
400309622.0;-22.813035;-43.319166;72_213;285.0;ARINOS;51.0;665;1349;18;237
401693501.0;-22.814276;-43.321639;72_201;375.0;JORGE LACERDA;51.0;527;1136;27;53
400157226.0;-22.813562;-43.31747;72_214;359.0;ANTONIO LOPES;118.0;606;1540;26;70
400152775.0;-22.808124;-43.319747;72_210;410.0;MAL ANTONIO SOUZA;915.0;1210;1129;0;26
400382829.0;-22.811994;-43.324369;72_202;286.0;FRANZ SCHUBERT;53.0;780;782;20;28
400090641.0;-22.808849;-43.322007;72_210;14.0;ROBERT SCHUMANN;511.0;1130;921;3;71
400117227.0;-22.814066;-43.322979;72_201;357.0;PLINIO BARRETO;182.0;550;992;27;71
400095617.0;-22.804743;-43.323696;72_209;373.0;MOZART;82.0;1586;615;4;114
400107755.0;-22.810821;-43.321557;72_211;11.0;ROBERT SCHUMANN;711.0;911;1032;12;46
400133804.0;-22.806842;-43.327438;72_206;375.0;FIDIAS;160.0;1353;300;28;200
